bootstrap_iteration,sample_size,silhouette_score,mean_kl_divergence
118,7962,0.38946968,1.511956151986915
119,7962,0.37030956,1.5729608756169275
120,7962,0.37281635,1.547906372031602
121,7962,0.35910204,1.6083581804457612
122,7962,0.36521825,1.6010514910782412
123,7962,0.37387693,1.6021682010775868
124,7962,0.36615673,1.5900863298156183
125,7962,0.3661357,1.590722518321834
126,7962,0.3689857,1.6083378140337603
127,7962,0.37044534,1.5750110208777766
128,7962,0.3666382,1.5473124019254203
129,7962,0.39003745,1.5281170397274575
130,7962,0.37776628,1.573602490827919
131,7962,0.37136057,1.5738206803772035
132,7962,0.37065768,1.597588662438054
133,7962,0.36551824,1.557802117734464
134,7962,0.38124245,1.5583998982263856
135,7962,0.3726569,1.5701179342737637
136,7962,0.37052408,1.577764552452516
137,7962,0.3772706,1.553418084152219
138,7962,0.37889656,1.5672629371650015
139,7962,0.37153873,1.5920380607728477
140,7962,0.37646472,1.5602738489300456
141,7962,0.37360674,1.5774332420653345
142,7962,0.37388152,1.5243526350924512
143,7962,0.37294737,1.525514541150604
144,7962,0.3556849,1.6044791590426104
145,7962,0.38211426,1.5809519226062616
146,7962,0.370445,1.5737021867769145
147,7962,0.38230252,1.5448099148812606
148,7962,0.35811737,1.6469323683487531
149,7962,0.36058915,1.5702204147797114
150,7962,0.36288092,1.5739455891784664
151,7962,0.36897272,1.545050095837275
152,7962,0.38391048,1.5679666744072365
153,7962,0.3750616,1.5972006007081672
154,7962,0.3607738,1.6024289029842114
155,7962,0.3735381,1.5900337459161331
156,7962,0.36489248,1.5816113854397733
157,7962,0.362932,1.6014193363343567
158,7962,0.374847,1.58081897886026
159,7962,0.36307552,1.6100874343570084
160,7962,0.36914748,1.5880321936563586
161,7962,0.36809462,1.5581340192174495
162,7962,0.36986896,1.5806508559768908
163,7962,0.37725577,1.5923366818885907
164,7962,0.3720563,1.5754286829846067
165,7962,0.35504878,1.6294647211839899
166,7962,0.37356836,1.5884057648119054
167,7962,0.36726594,1.597584994606065
168,7962,0.37116888,1.5941841590576924
169,7962,0.37339264,1.5938469331844007
170,7962,0.36107373,1.5918144324155474
171,7962,0.38177034,1.5206693776329876
172,7962,0.36187896,1.606518355626299
173,7962,0.36403152,1.6015565064644781
174,7962,0.36938637,1.5903374686304892
175,7962,0.35970965,1.6169484928462978
176,7962,0.3711243,1.5945155874741705
177,7962,0.36918798,1.5467350224100676
178,7962,0.38015902,1.5575615304062955
179,7962,0.3706362,1.5546510424516606
180,7962,0.37100685,1.5612486347569705
181,7962,0.3738657,1.566472987910515
182,7962,0.3638314,1.5575916877379172
183,7962,0.3721902,1.5984112466944747
184,7962,0.35848933,1.5902042489088424
185,7962,0.37419903,1.5564630775731891
186,7962,0.37258372,1.5616355868699732
187,7962,0.37574607,1.5518591712600962
188,7962,0.35264075,1.5874381354905818
189,7962,0.3756694,1.5582199367067067
190,7962,0.37059763,1.5507925356487007
191,7962,0.3655867,1.602268688402559
192,7962,0.36777863,1.5838699401178264
193,7962,0.38162652,1.5723247912347291
194,7962,0.35530886,1.6104491004676476
195,7962,0.3714394,1.5622938204011596
196,7962,0.36831984,1.5805307137909272
197,7962,0.38287523,1.5891440829378582
198,7962,0.3779165,1.565423965200028
199,7962,0.37017378,1.606117874490243
200,7962,0.38028002,1.5324023841482346
